Loading Datastore...
Reload Cache...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjYwOTU5MTh9.48w7uONItFFeBc1asSbfXJdGNTayIdsBeOEwRZufNts&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjYxMzA5MDN9.Y4BLHJSz62bz-CxlXq57qMQDa7HAgvEYB-h7vYK19bs&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/pin/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjYxOTg2OTF9.9Lm8uNC3fdtkUGygvYZ9vYMBWpOqIk-FMaCRRhawF-c&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjYyMTkyNzd9.DDGd3kAIg5OKKUGSRLwMT88UJ-6nHHs2CoyGj7FNM9U&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjYyMTkyNzd9.DDGd3kAIg5OKKUGSRLwMT88UJ-6nHHs2CoyGj7FNM9U&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/pin/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjYyOTI1MzF9.R6-Wt2BcGObQB3-_-gUVKjNueKCxj-pIDe6DbtJy1VI&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjYzMTI4MTh9.lP5hR0YUDhZLEKIPnCyJkGYwfEljzHHEZymTbZ7tqPY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjYzMTI4MTh9.lP5hR0YUDhZLEKIPnCyJkGYwfEljzHHEZymTbZ7tqPY&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/pin/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjYzODYwOTV9.qkBroEtMdZvZ6u7ufkro-Ht2CjjjNrVVTQhbfDYBpVA&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY0MDY1OTR9.0bOJ33SqPEu2ms8Eq8hnTo3KhSjsZdjAlR_FasZ2qHU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/pin/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY0Njk2NTB9.dewEaNW55G_-HepGgVCMS0Nl8IoT5zkySJQ_f0DaY4I&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/pin/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY1NDQyODZ9.lpVBg28YcUcWXEh1GSbGw4AKusatrWb7mFq9WVArJRw&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY1NjUzMTd9.cPV3FEf53fccZ77OJUUHng55YSLOlHyoIo2Z7mW2l-k&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY1NDQyODZ9.lpVBg28YcUcWXEh1GSbGw4AKusatrWb7mFq9WVArJRw&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY1NjUzMTd9.cPV3FEf53fccZ77OJUUHng55YSLOlHyoIo2Z7mW2l-k&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY2NjYzMzF9.vJqMmud3UH_-9HhuX672nuXLb2KZTrpUoOs0LQV1UhQ&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY2ODY3MDJ9.vaDt3VloGveHAH9lidtk2p9AvkDcSy8CVfaqU16l4GQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY2NjYzMzF9.vJqMmud3UH_-9HhuX672nuXLb2KZTrpUoOs0LQV1UhQ&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY2NjYzMzF9.vJqMmud3UH_-9HhuX672nuXLb2KZTrpUoOs0LQV1UhQ&dm_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY2ODY3MDJ9.vaDt3VloGveHAH9lidtk2p9AvkDcSy8CVfaqU16l4GQ&dm_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY3NzcwMjF9.-iwB4_nselwrWAEWwiPhaaAVmkmTPcm3cX10uZYr50o&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY4MTk2NDR9.slKmwYnsqyaSePdxRM9GvFCITY7ifHm29muqY6SQN8E&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY4ODIzODN9.ix2nWxamE1c3rTGdkyES3jV8WAffuxHdYqEDWmMJGDQ&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjY5NTUzOTl9.YGV1wzxSbJNwsM7bqrbeowJ8q2RGCAEq3LQmhsFLJ24&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjY5NzU1NjF9.r9oyv8p5hnvaIDLJ7cZorqujjt9pUiWh1x0E_5onrmc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:26] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcwNDAxMDB9.eHqxjhc9k_u0oy6Yttwc1g819VqPKxm-EWdsM_Eu2cY&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/react/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcxMTQ2MjJ9.OAfGVW39wH_w-usRHea9kdHRFO4ZUFBzA-bpjT0S_8Q&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcxMTQ2MjJ9.OAfGVW39wH_w-usRHea9kdHRFO4ZUFBzA-bpjT0S_8Q&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcxODg1OTV9.4jZilVJLfdaco3dt5NCx8D3BoeTqhYzetKt_PW_E-1U&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjcyMTc5MTJ9.AsnEEYklqLLYdzQglVEfEHg6pqQyghOf2FBwhxu-DS4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcxODg1OTV9.4jZilVJLfdaco3dt5NCx8D3BoeTqhYzetKt_PW_E-1U&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NjcyOTA1MDh9.7GD33_AvOpwO5gj8YY3DFTixeTYlaL0ms1Mw9AjQ1Sg&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjczMTA0NjJ9.wQGwxEtpir-9ApMwPy-HzpgYUWB3X8WWFLjqsuYKNoQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NjczMTA0NjJ9.wQGwxEtpir-9ApMwPy-HzpgYUWB3X8WWFLjqsuYKNoQ&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Njc0MDA1MzZ9.AilDfbknWng4gH7sZ_MqNDN9mTBqJfLS3QTcEO52UUw&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Njc0MjA4MzR9.hOfKluhpm0gAiw-8j9qNA2sWLJFaBmcnpM7GM8gW1fQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Njc0MjA4MzR9.hOfKluhpm0gAiw-8j9qNA2sWLJFaBmcnpM7GM8gW1fQ&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Njc0OTIyNTZ9.EO9pEq2BQUnpdF0n-fCBnjoAUqstg1c-060NBdXfnw0&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Njc1NjYwOTN9.w4SUlw4vIpxwSy6fiUVXJzyeXbsbyCODBjRCOvtWNx0&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Njc1OTU1NDh9.k8PJ25S98TTqjylbgvffk3to1pnnxdF9Rn3xMBAIOZA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Njc2NTczMjN9.SGt2DsQi4pb3kty4goCECwNhC768b8OKE8wgsq_rueE&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /message/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Njc3MjY1NTB9.yrUx6js7_INDvxkAJeRnI_Lzh8llHFxIjQznk20OwiI&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:27] "POST /channels/create/v2 HTTP/1.1" 200 -
